BRANCHE;BAT_TYPE;USAGE;Etat de référence RT2000;2010-2015;2015-2020;2020-2030;2030-2040;2040-2050
Commerce;Grand alimentaire;Bureautique;8.55;8.55;8.55;8.55;8.55;8.55
Commerce;Grand brico;Bureautique;1.4;1.4;1.4;1.4;1.4;1.4
Commerce;Grand commerce de gros;Bureautique;2.09;2.09;2.09;2.09;2.09;2.09
Commerce;Grand librairie;Bureautique;1.89;1.89;1.89;1.89;1.89;1.89
Commerce;Grand Mode;Bureautique;1.4;1.4;1.4;1.4;1.4;1.4
Commerce;Grand process;Bureautique;3.31;3.31;3.31;3.31;3.31;3.31
Commerce;Hypermarché;Bureautique;9.27;9.27;9.27;9.27;9.27;9.27
Commerce;Petit boulangerie;Bureautique;3.91;3.91;3.91;3.91;3.91;3.91
Commerce;Petit brico;Bureautique;1.4;1.4;1.4;1.4;1.4;1.4
Commerce;Petit commerce de gros;Bureautique;2.09;2.09;2.09;2.09;2.09;2.09
Commerce;Petit librairie;Bureautique;1.62;1.62;1.62;1.62;1.62;1.62
Commerce;Petit mode;Bureautique;1.4;1.4;1.4;1.4;1.4;1.4
Commerce;Petit poissonnerie;Bureautique;3.91;3.91;3.91;3.91;3.91;3.91
Commerce;Petit process;Bureautique;3.31;3.31;3.31;3.31;3.31;3.31
Commerce;Superette;Bureautique;9.27;9.27;9.27;9.27;9.27;9.27
Commerce;Supermarché;Bureautique;9.27;9.27;9.27;9.27;9.27;9.27
Commerce;ZAC Mode;Bureautique;1.4;1.4;1.4;1.4;1.4;1.4
Enseignement Recherche;Cantine collége;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Cantine élémentaire;Bureautique;2.26;2.26;2.26;2.26;2.26;2.26
Enseignement Recherche;Cantine LEGT;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Cantine LP;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Cantine préélémentaire;Bureautique;2.26;2.26;2.26;2.26;2.26;2.26
Enseignement Recherche;Collège;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;école;Bureautique;3.65;3.65;3.65;3.65;3.65;3.65
Enseignement Recherche;Elémentaire;Bureautique;2.26;2.26;2.26;2.26;2.26;2.26
Enseignement Recherche;Internat college;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Internat LEGT;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Internat LP;Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Lycée professionnel (LP);Bureautique;2.41;2.41;2.41;2.41;2.41;2.41
Enseignement Recherche;Préélémentaire;Bureautique;2.26;2.26;2.26;2.26;2.26;2.26
Enseignement Recherche;R&D en sciences humaines et sociales;Bureautique;3.65;3.65;3.65;3.65;3.65;3.65
Enseignement Recherche;R&D sciences physiques et naturelles;Bureautique;3.65;3.65;3.65;3.65;3.65;3.65
Enseignement Recherche;université;Bureautique;3.65;3.65;3.65;3.65;3.65;3.65
Habitat Communautaire;Foyers;Bureautique;1;1;1;1;1;1
Habitat Communautaire;Maison de pré-retraite;Bureautique;1;1;1;1;1;1
Habitat Communautaire;Maison retraite médicalisée;Bureautique;1;1;1;1;1;1
Habitat Communautaire;Résidence universitaire;Bureautique;1;1;1;1;1;1
Habitat Communautaire;Résidentiel;Bureautique;1;1;1;1;1;1
Santé Action Sociale;Cabinet médical;Bureautique;1;1;1;1;1;1
Santé Action Sociale;Centre accueil;Bureautique;1;1;1;1;1;1
Santé Action Sociale;Garderie;Bureautique;1;1;1;1;1;1
Santé Action Sociale;Hopital bloc;Bureautique;1;1;1;1;1;1
Santé Action Sociale;Hopital maison;Bureautique;1;1;1;1;1;1
Santé Action Sociale;Hopital pavillonnaire;Bureautique;1;1;1;1;1;1
Sport Loisir Culture;Grand bar café tabac loisir;Bureautique;5;5;5;5;5;5
Sport Loisir Culture;Grand cinéma;Bureautique;1.73;1.73;1.73;1.73;1.73;1.73
Sport Loisir Culture;Grande salle de spectacle;Bureautique;7.02;7.02;7.02;7.02;7.02;7.02
Sport Loisir Culture;Grande salle multisport;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Immeuble péri urbain;Bureautique;34;34;34;34;34;34
Sport Loisir Culture;Musée;Bureautique;1.62;1.62;1.62;1.62;1.62;1.62
Transport;transport nr;Climatisation;6;4.2;3.36;3.36;3.36;3.36
Sport Loisir Culture;Patinoire;Bureautique;5.35;5.35;5.35;5.35;5.35;5.35
Sport Loisir Culture;Petit cinéma;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Petite salle de spectacle;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Petite salle multisport;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Piscine;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Salle non spécialisée;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Vestiaire et rangement;Bureautique;0;0;0;0;0;0
Transport;transport nr;Auxiliaires;0;0;0;0;0;0
Bureaux Administration;immeuble peri urbain;Process;0.53;0.53;0.53;0.53;0.53;0.53
Bureaux Administration;immeuble rénové;Process;0.53;0.53;0.53;0.53;0.53;0.53
Bureaux Administration;immeuble résidentiel;Process;0.53;0.53;0.53;0.53;0.53;0.53
Bureaux Administration;plateau large bureau paysagés;Process;0.53;0.53;0.53;0.53;0.53;0.53
Bureaux Administration;plateau large bureaux cloisonnés;Process;0.53;0.53;0.53;0.53;0.53;0.53
Bureaux Administration;plateau mince;Process;0.53;0.53;0.53;0.53;0.53;0.53
Café Hôtel Restaurant;Grand bar café tabac;Process;1.89;1.89;1.89;1.89;1.89;1.89
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Process;1.97;1.97;1.97;1.97;1.97;1.97
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Process;1.64;1.64;1.64;1.64;1.64;1.64
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Process;1.68;1.68;1.68;1.68;1.68;1.68
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Process;1.9;1.9;1.9;1.9;1.9;1.9
Café Hôtel Restaurant;Grand restaurant rapide;Process;2.18;2.18;2.18;2.18;2.18;2.18
Café Hôtel Restaurant;Grand restaurant traditionnel;Process;2.18;2.18;2.18;2.18;2.18;2.18
Café Hôtel Restaurant;Grande cantine;Process;1.89;1.89;1.89;1.89;1.89;1.89
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Process;1.9;1.9;1.9;1.9;1.9;1.9
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Process;1.97;1.97;1.97;1.97;1.97;1.97
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Process;1.9;1.9;1.9;1.9;1.9;1.9
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Process;1.9;1.9;1.9;1.9;1.9;1.9
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Process;1.6;1.6;1.6;1.6;1.6;1.6
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Process;1.6;1.6;1.6;1.6;1.6;1.6
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Process;1.71;1.71;1.71;1.71;1.71;1.71
Café Hôtel Restaurant;Petit bar café tabac;Process;1.89;1.89;1.89;1.89;1.89;1.89
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Process;1.99;1.99;1.99;1.99;1.99;1.99
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Process;1.6;1.6;1.6;1.6;1.6;1.6
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Process;1.6;1.6;1.6;1.6;1.6;1.6
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Process;1.9;1.9;1.9;1.9;1.9;1.9
Café Hôtel Restaurant;Petit restaurant rapide;Process;2.18;2.18;2.18;2.18;2.18;2.18
Café Hôtel Restaurant;Petit restaurant traditionnel;Process;2.18;2.18;2.18;2.18;2.18;2.18
Café Hôtel Restaurant;Petite cantine;Process;1.89;1.89;1.89;1.89;1.89;1.89
Commerce;Complexe brico;Process;3.73;3.73;3.73;3.73;3.73;3.73
Commerce;Entrepôt;Process;1.2;1.2;1.2;1.2;1.2;1.2
Commerce;Grand alimentaire;Process;22.8;22.8;22.8;22.8;22.8;22.8
Commerce;Grand brico;Process;3.73;3.73;3.73;3.73;3.73;3.73
Commerce;Grand commerce de gros;Process;5.58;5.58;5.58;5.58;5.58;5.58
Commerce;Grand librairie;Process;5.03;5.03;5.03;5.03;5.03;5.03
Commerce;Grand Mode;Process;3.73;3.73;3.73;3.73;3.73;3.73
Commerce;Grand process;Process;8.84;8.84;8.84;8.84;8.84;8.84
Commerce;Hypermarché;Process;24.71;24.71;24.71;24.71;24.71;24.71
Commerce;Petit boulangerie;Process;10.42;10.42;10.42;10.42;10.42;10.42
Commerce;Petit brico;Process;3.73;3.73;3.73;3.73;3.73;3.73
Commerce;Petit commerce de gros;Process;5.58;5.58;5.58;5.58;5.58;5.58
Commerce;Petit librairie;Process;4.32;4.32;4.32;4.32;4.32;4.32
Commerce;Petit mode;Process;3.73;3.73;3.73;3.73;3.73;3.73
Commerce;Petit poissonnerie;Process;10.42;10.42;10.42;10.42;10.42;10.42
Commerce;Petit process;Process;8.84;8.84;8.84;8.84;8.84;8.84
Commerce;Superette;Process;24.71;24.71;24.71;24.71;24.71;24.71
Commerce;Supermarché;Process;24.71;24.71;24.71;24.71;24.71;24.71
Commerce;ZAC Mode;Process;3.73;3.73;3.73;3.73;3.73;3.73
Enseignement Recherche;Cantine collége;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Cantine élémentaire;Process;0.96;0.96;0.96;0.96;0.96;0.96
Enseignement Recherche;Cantine LEGT;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Cantine LP;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Cantine préélémentaire;Process;0.96;0.96;0.96;0.96;0.96;0.96
Enseignement Recherche;Collège;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;école;Process;1.56;1.56;1.56;1.56;1.56;1.56
Enseignement Recherche;Elémentaire;Process;0.96;0.96;0.96;0.96;0.96;0.96
Enseignement Recherche;Internat college;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Internat LEGT;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Internat LP;Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Lycée professionnel (LP);Process;1.03;1.03;1.03;1.03;1.03;1.03
Enseignement Recherche;Préélémentaire;Process;0.96;0.96;0.96;0.96;0.96;0.96
Enseignement Recherche;R&D en sciences humaines et sociales;Process;1.56;1.56;1.56;1.56;1.56;1.56
Enseignement Recherche;R&D sciences physiques et naturelles;Process;1.56;1.56;1.56;1.56;1.56;1.56
Enseignement Recherche;université;Process;1.56;1.56;1.56;1.56;1.56;1.56
Habitat Communautaire;Foyers;Process;6;6;6;6;6;6
Habitat Communautaire;Maison de pré-retraite;Process;6;6;6;6;6;6
Habitat Communautaire;Maison retraite médicalisée;Process;6;6;6;6;6;6
Habitat Communautaire;Résidence universitaire;Process;6;6;6;6;6;6
Habitat Communautaire;Résidentiel;Process;6;6;6;6;6;6
Santé Action Sociale;Cabinet médical;Process;4;4;4;4;4;4
Santé Action Sociale;Centre accueil;Process;4;4;4;4;4;4
Santé Action Sociale;Garderie;Process;4;4;4;4;4;4
Santé Action Sociale;Hopital bloc;Process;4;4;4;4;4;4
Santé Action Sociale;Hopital maison;Process;4;4;4;4;4;4
Santé Action Sociale;Hopital pavillonnaire;Process;4;4;4;4;4;4
Sport Loisir Culture;Grand bar café tabac loisir;Process;0;0;0;0;0;0
Sport Loisir Culture;Grand cinéma;Process;0;0;0;0;0;0
Sport Loisir Culture;Grande salle de spectacle;Process;5.35;5.35;5.35;5.35;5.35;5.35
Sport Loisir Culture;Grande salle multisport;Process;0;0;0;0;0;0
Sport Loisir Culture;Immeuble péri urbain;Process;0;0;0;0;0;0
Sport Loisir Culture;Musée;Process;0;0;0;0;0;0
Transport;transport nr;Ventilation;15;15;15;15;15;15
Sport Loisir Culture;Patinoire;Process;77.06;77.06;77.06;77.06;77.06;77.06
Sport Loisir Culture;Petit cinéma;Process;0;0;0;0;0;0
Sport Loisir Culture;Petite salle de spectacle;Process;0;0;0;0;0;0
Sport Loisir Culture;Petite salle multisport;Process;0;0;0;0;0;0
Sport Loisir Culture;Piscine;Process;384.91;384.91;384.91;384.91;384.91;384.91
Sport Loisir Culture;Salle non spécialisée;Process;0;0;0;0;0;0
Sport Loisir Culture;Vestiaire et rangement;Process;0;0;0;0;0;0
Transport;transport nr;ECS;13.47;13.47;13.47;13.47;13.47;13.47
Bureaux Administration;immeuble peri urbain;Froid_alimentaire;0.66;0.46;0.37;0.37;0.37;0.37
Bureaux Administration;immeuble rénové;Froid_alimentaire;0.66;0.46;0.37;0.37;0.37;0.37
Bureaux Administration;immeuble résidentiel;Froid_alimentaire;0.66;0.46;0.37;0.37;0.37;0.37
Bureaux Administration;plateau large bureau paysagés;Froid_alimentaire;0.66;0.46;0.37;0.37;0.37;0.37
Bureaux Administration;plateau large bureaux cloisonnés;Froid_alimentaire;0.66;0.46;0.37;0.37;0.37;0.37
Bureaux Administration;plateau mince;Froid_alimentaire;0.66;0.46;0.37;0.37;0.37;0.37
Café Hôtel Restaurant;Grand bar café tabac;Froid_alimentaire;14.19;9.94;7.95;7.95;7.95;7.95
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Froid_alimentaire;14.74;10.32;8.26;8.26;8.26;8.26
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Froid_alimentaire;12.29;8.6;6.88;6.88;6.88;6.88
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Froid_alimentaire;12.57;8.8;7.04;7.04;7.04;7.04
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Froid_alimentaire;14.26;9.98;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Grand restaurant rapide;Froid_alimentaire;16.33;11.43;9.14;9.14;9.14;9.14
Café Hôtel Restaurant;Grand restaurant traditionnel;Froid_alimentaire;16.33;11.43;9.14;9.14;9.14;9.14
Café Hôtel Restaurant;Grande cantine;Froid_alimentaire;14.19;9.94;7.95;7.95;7.95;7.95
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Froid_alimentaire;14.26;9.98;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Froid_alimentaire;14.74;10.32;8.26;8.26;8.26;8.26
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Froid_alimentaire;14.26;9.98;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Froid_alimentaire;14.26;9.98;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Froid_alimentaire;12.01;8.4;6.72;6.72;6.72;6.72
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Froid_alimentaire;12.01;8.4;6.72;6.72;6.72;6.72
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Froid_alimentaire;12.85;9;7.2;7.2;7.2;7.2
Café Hôtel Restaurant;Petit bar café tabac;Froid_alimentaire;14.19;9.94;7.95;7.95;7.95;7.95
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Froid_alimentaire;14.9;10.43;8.34;8.34;8.34;8.34
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Froid_alimentaire;12.01;8.4;6.72;6.72;6.72;6.72
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Froid_alimentaire;12.01;8.4;6.72;6.72;6.72;6.72
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Froid_alimentaire;14.26;9.98;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Petit restaurant rapide;Froid_alimentaire;16.33;11.43;9.14;9.14;9.14;9.14
Café Hôtel Restaurant;Petit restaurant traditionnel;Froid_alimentaire;16.33;11.43;9.14;9.14;9.14;9.14
Café Hôtel Restaurant;Petite cantine;Froid_alimentaire;14.19;9.94;7.95;7.95;7.95;7.95
Commerce;Complexe brico;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Entrepôt;Froid_alimentaire;3;2.1;1.68;1.68;1.68;1.68
Commerce;Grand alimentaire;Froid_alimentaire;134.89;94.42;75.54;75.54;75.54;75.54
Commerce;Grand brico;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Grand commerce de gros;Froid_alimentaire;14;9.8;7.84;7.84;7.84;7.84
Commerce;Grand librairie;Froid_alimentaire;6.38;4.46;3.57;3.57;3.57;3.57
Commerce;Grand Mode;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Grand process;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Hypermarché;Froid_alimentaire;150;105;84;84;84;84
Commerce;Petit boulangerie;Froid_alimentaire;5;3.5;2.8;2.8;2.8;2.8
Commerce;Petit brico;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Petit commerce de gros;Froid_alimentaire;14;9.8;7.84;7.84;7.84;7.84
Commerce;Petit librairie;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Petit mode;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Petit poissonnerie;Froid_alimentaire;5;3.5;2.8;2.8;2.8;2.8
Commerce;Petit process;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Superette;Froid_alimentaire;62;43.4;34.72;34.72;34.72;34.72
Commerce;Supermarché;Froid_alimentaire;150;105;84;84;84;84
Commerce;ZAC Mode;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Enseignement Recherche;Cantine collége;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Cantine élémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;Cantine LEGT;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Cantine LP;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Cantine préélémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;Collège;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;école;Froid_alimentaire;1.95;1.37;1.09;1.09;1.09;1.09
Enseignement Recherche;Elémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;Internat college;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Internat LEGT;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Internat LP;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Lycée professionnel (LP);Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Préélémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
